,发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度,事件编号
10376,2014-10-30 21:59:38,关,关,关,41°C,25%,47,0分钟,50°C,94
10377,2014-10-30 21:59:42,关,关,关,41°C,25%,48,0分钟,50°C,94
10378,2014-10-30 21:59:44,关,关,关,41°C,25%,46,0分钟,50°C,94
10379,2014-10-30 21:59:47,关,关,关,41°C,25%,45,0分钟,50°C,94
10380,2014-10-30 21:59:48,关,关,关,41°C,25%,47,0分钟,50°C,94
10381,2014-10-30 21:59:55,关,关,关,41°C,25%,46,0分钟,50°C,94
10382,2014-10-30 21:59:57,关,关,关,41°C,25%,47,0分钟,50°C,94
10383,2014-10-30 21:59:59,关,关,关,41°C,25%,46,0分钟,50°C,94
10384,2014-10-30 22:00:01,关,关,关,41°C,25%,47,0分钟,50°C,94
10385,2014-10-30 22:00:03,关,关,关,41°C,25%,46,0分钟,50°C,94
10386,2014-10-30 22:00:09,关,关,关,41°C,25%,47,0分钟,50°C,94
10387,2014-10-30 22:00:13,关,关,关,41°C,25%,46,0分钟,50°C,94
10388,2014-10-30 22:00:15,关,关,关,41°C,25%,47,0分钟,50°C,94
10389,2014-10-30 22:00:17,关,关,关,41°C,25%,46,0分钟,50°C,94
10390,2014-10-30 22:00:19,关,关,关,41°C,25%,47,0分钟,50°C,94
10391,2014-10-30 22:00:23,关,关,关,41°C,25%,46,0分钟,50°C,94
10392,2014-10-30 22:00:27,关,关,关,41°C,25%,47,0分钟,50°C,94
10393,2014-10-30 22:00:29,关,关,关,41°C,25%,46,0分钟,50°C,94
10394,2014-10-30 22:00:33,关,关,关,41°C,25%,47,0分钟,50°C,94
10395,2014-10-30 22:00:35,关,关,关,41°C,25%,46,0分钟,50°C,94
10396,2014-10-30 22:00:39,关,关,关,41°C,25%,47,0分钟,50°C,94
10397,2014-10-30 22:00:41,关,关,关,41°C,25%,46,0分钟,50°C,94
10398,2014-10-30 22:00:55,关,关,关,41°C,25%,51,0分钟,50°C,94
10399,2014-10-30 22:00:57,关,关,关,41°C,25%,50,0分钟,50°C,94
10400,2014-10-30 22:00:59,关,关,关,40°C,25%,51,0分钟,50°C,94
10401,2014-10-30 22:01:01,关,关,关,40°C,25%,46,0分钟,50°C,94
10402,2014-10-30 22:01:08,关,关,关,40°C,25%,43,0分钟,50°C,94
10403,2014-10-30 22:01:19,关,关,关,40°C,25%,37,0分钟,50°C,94
10404,2014-10-30 22:01:21,关,关,关,40°C,25%,28,0分钟,50°C,94
10405,2014-10-30 22:01:23,关,关,关,40°C,25%,31,0分钟,50°C,94
10406,2014-10-30 22:01:27,关,关,关,40°C,25%,30,0分钟,50°C,94
10407,2014-10-30 22:01:29,关,关,关,39°C,25%,31,0分钟,50°C,94
10408,2014-10-30 22:01:37,关,关,关,39°C,25%,30,0分钟,50°C,94
10409,2014-10-30 22:01:42,关,关,关,39°C,25%,31,0分钟,50°C,94
10410,2014-10-30 22:01:48,关,关,关,39°C,25%,30,0分钟,50°C,94
10411,2014-10-30 22:01:54,关,关,关,39°C,25%,31,0分钟,50°C,94
10415,2014-10-30 22:02:58,关,关,关,37°C,25%,10,0分钟,50°C,94
10416,2014-10-30 22:03:06,关,关,关,37°C,25%,37,0分钟,50°C,94
10417,2014-10-30 22:03:29,关,关,关,37°C,25%,32,0分钟,50°C,94
10418,2014-10-30 22:03:31,关,关,关,37°C,25%,35,0分钟,50°C,94
10419,2014-10-30 22:03:33,关,关,关,37°C,25%,33,0分钟,50°C,94
10422,2014-10-30 22:05:16,关,关,关,36°C,25%,20,0分钟,50°C,94
10423,2014-10-30 22:05:18,关,关,关,36°C,25%,31,0分钟,50°C,94
10424,2014-10-30 22:05:24,关,关,关,36°C,25%,28,0分钟,50°C,94
10425,2014-10-30 22:05:26,关,关,关,36°C,25%,30,0分钟,50°C,94
10426,2014-10-30 22:05:36,关,关,关,36°C,25%,43,0分钟,50°C,94
10427,2014-10-30 22:05:52,关,关,关,36°C,25%,42,0分钟,50°C,94
10428,2014-10-30 22:05:54,关,关,关,36°C,25%,43,0分钟,50°C,94
10429,2014-10-30 22:05:56,关,关,关,36°C,25%,42,0分钟,50°C,94
10430,2014-10-30 22:05:58,关,关,关,36°C,25%,43,0分钟,50°C,94
10431,2014-10-30 22:06:00,关,关,关,36°C,25%,42,0分钟,50°C,94
10432,2014-10-30 22:06:02,关,关,关,36°C,25%,43,0分钟,50°C,94
10433,2014-10-30 22:06:12,关,关,关,36°C,25%,42,0分钟,50°C,94
10434,2014-10-30 22:06:18,关,关,关,35°C,25%,42,0分钟,50°C,94
10435,2014-10-30 22:06:20,关,关,关,35°C,25%,36,0分钟,50°C,94
10436,2014-10-30 22:06:22,关,关,关,35°C,25%,37,0分钟,50°C,94
10437,2014-10-30 22:06:38,关,关,关,35°C,25%,36,0分钟,50°C,94
10438,2014-10-30 22:06:40,关,关,关,35°C,25%,37,0分钟,50°C,94
10439,2014-10-30 22:06:42,关,关,关,35°C,25%,38,0分钟,50°C,94
10440,2014-10-30 22:06:44,关,关,关,35°C,25%,37,0分钟,50°C,94
10441,2014-10-30 22:06:46,关,关,关,35°C,25%,36,0分钟,50°C,94
10442,2014-10-30 22:06:50,关,关,关,35°C,25%,37,0分钟,50°C,94
10443,2014-10-30 22:06:53,关,关,关,35°C,25%,36,0分钟,50°C,94
10444,2014-10-30 22:06:56,关,关,关,35°C,25%,37,0分钟,50°C,94
10445,2014-10-30 22:06:59,关,关,关,35°C,0%,37,0分钟,50°C,94
10446,2014-10-30 22:07:01,关,关,关,35°C,0%,36,0分钟,50°C,94
10447,2014-10-30 22:07:03,关,关,关,34°C,0%,37,0分钟,50°C,94
10448,2014-10-30 22:07:05,关,关,关,34°C,0%,36,0分钟,50°C,94
10449,2014-10-30 22:07:07,关,关,关,34°C,0%,37,0分钟,50°C,94
10450,2014-10-30 22:07:09,关,关,关,34°C,0%,36,0分钟,50°C,94
10451,2014-10-30 22:07:11,关,关,关,34°C,0%,37,0分钟,50°C,94
10452,2014-10-30 22:07:17,关,关,关,34°C,0%,36,0分钟,50°C,94
10453,2014-10-30 22:07:25,关,关,关,34°C,0%,37,0分钟,50°C,94
10454,2014-10-30 22:07:41,关,关,关,34°C,0%,36,0分钟,50°C,94
10455,2014-10-30 22:07:43,关,关,关,34°C,0%,37,0分钟,50°C,94
10456,2014-10-30 22:07:47,关,关,关,34°C,0%,35,0分钟,50°C,94
10457,2014-10-30 22:07:49,关,关,关,34°C,0%,36,0分钟,50°C,94
10458,2014-10-30 22:07:53,关,关,关,33°C,0%,36,0分钟,50°C,94
10459,2014-10-30 22:07:55,关,关,关,33°C,0%,35,0分钟,50°C,94
10460,2014-10-30 22:08:03,关,关,关,33°C,0%,36,0分钟,50°C,94
10461,2014-10-30 22:08:05,关,关,关,33°C,0%,37,0分钟,50°C,94
10462,2014-10-30 22:08:11,关,关,关,33°C,0%,36,0分钟,50°C,94
10463,2014-10-30 22:08:19,关,关,关,33°C,0%,37,0分钟,50°C,94
10464,2014-10-30 22:08:29,关,关,关,32°C,0%,37,0分钟,50°C,94
10465,2014-10-30 22:08:31,关,关,关,32°C,0%,33,0分钟,50°C,94
10468,2014-10-30 22:10:12,关,关,关,31°C,0%,32,0分钟,50°C,94
10469,2014-10-30 22:10:14,关,关,关,31°C,0%,36,0分钟,50°C,94
10470,2014-10-30 22:10:16,关,关,关,31°C,0%,35,0分钟,50°C,94
10471,2014-10-30 22:10:24,关,关,关,31°C,0%,36,0分钟,50°C,94
10472,2014-10-30 22:10:26,关,关,关,31°C,0%,35,0分钟,50°C,94
10473,2014-10-30 22:10:31,关,关,关,31°C,0%,37,0分钟,50°C,94
10474,2014-10-30 22:10:39,关,关,关,31°C,0%,36,0分钟,50°C,94
10475,2014-10-30 22:10:41,关,关,关,31°C,0%,35,0分钟,50°C,94
10476,2014-10-30 22:10:47,关,关,关,31°C,0%,36,0分钟,50°C,94
10477,2014-10-30 22:10:49,关,关,关,31°C,0%,35,0分钟,50°C,94
10478,2014-10-30 22:11:05,关,关,关,31°C,0%,36,0分钟,50°C,94
10479,2014-10-30 22:11:07,关,关,关,31°C,0%,37,0分钟,50°C,94
10480,2014-10-30 22:11:09,关,关,关,31°C,0%,36,0分钟,50°C,94
10481,2014-10-30 22:11:23,关,关,关,30°C,0%,36,0分钟,50°C,94
10482,2014-10-30 22:11:25,关,关,关,30°C,0%,37,0分钟,50°C,94
10483,2014-10-30 22:11:27,关,关,关,30°C,0%,36,0分钟,50°C,94
10484,2014-10-30 22:11:29,关,关,关,30°C,0%,37,0分钟,50°C,94
10485,2014-10-30 22:11:33,关,关,关,30°C,0%,36,0分钟,50°C,94
10486,2014-10-30 22:11:35,关,关,关,30°C,0%,37,0分钟,50°C,94
10487,2014-10-30 22:11:41,关,关,关,30°C,0%,36,0分钟,50°C,94
10488,2014-10-30 22:11:43,关,关,关,30°C,0%,37,0分钟,50°C,94
10489,2014-10-30 22:11:51,关,关,关,30°C,0%,36,0分钟,50°C,94
10490,2014-10-30 22:11:53,关,关,关,30°C,0%,37,0分钟,50°C,94
10491,2014-10-30 22:12:09,关,关,关,30°C,0%,36,0分钟,50°C,94
10492,2014-10-30 22:12:13,关,关,关,29°C,0%,36,0分钟,50°C,94
10493,2014-10-30 22:12:15,关,关,关,29°C,0%,37,0分钟,50°C,94
10494,2014-10-30 22:12:24,关,关,关,29°C,0%,36,0分钟,50°C,94
10495,2014-10-30 22:12:26,关,关,关,29°C,0%,37,0分钟,50°C,94
10496,2014-10-30 22:12:30,关,关,关,29°C,0%,36,0分钟,50°C,94
10497,2014-10-30 22:12:32,关,关,关,29°C,0%,35,0分钟,50°C,94
10498,2014-10-30 22:12:36,关,关,关,29°C,0%,36,0分钟,50°C,94
10499,2014-10-30 22:12:38,关,关,关,29°C,0%,38,0分钟,50°C,94
10500,2014-10-30 22:12:46,关,关,关,29°C,0%,41,0分钟,50°C,94
10501,2014-10-30 22:12:48,关,关,关,29°C,0%,42,0分钟,50°C,94
10502,2014-10-30 22:12:53,关,关,关,29°C,0%,35,0分钟,50°C,94
10503,2014-10-30 22:12:58,关,关,关,29°C,0%,36,0分钟,50°C,94
10504,2014-10-30 22:13:02,关,关,关,29°C,0%,37,0分钟,50°C,94
10505,2014-10-30 22:13:04,关,关,关,29°C,0%,38,0分钟,50°C,94
10506,2014-10-30 22:13:08,关,关,关,29°C,0%,42,0分钟,50°C,94
10507,2014-10-30 22:13:10,关,关,关,29°C,0%,43,0分钟,50°C,94
10508,2014-10-30 22:13:22,关,关,关,29°C,0%,42,0分钟,50°C,94
10509,2014-10-30 22:13:24,关,关,关,29°C,0%,43,0分钟,50°C,94
10511,2014-10-30 22:25:13,关,关,关,29°C,0%,12,0分钟,50°C,95
10512,2014-10-30 22:25:15,关,关,关,29°C,0%,13,0分钟,50°C,95
10513,2014-10-30 22:25:29,关,关,关,29°C,0%,12,0分钟,50°C,95
10514,2014-10-30 22:25:37,关,关,关,29°C,0%,13,0分钟,50°C,95
10515,2014-10-30 22:25:43,关,关,关,29°C,0%,12,0分钟,50°C,95
10516,2014-10-30 22:25:45,关,关,关,29°C,0%,13,0分钟,50°C,95
10517,2014-10-30 22:25:47,关,关,关,29°C,0%,12,0分钟,50°C,95
10518,2014-10-30 22:25:53,关,关,关,29°C,0%,13,0分钟,50°C,95
10522,2014-10-31 07:01:46,关,关,关,29°C,0%,8,0分钟,50°C,96
10524,2014-10-31 07:04:31,关,关,关,29°C,0%,8,0分钟,50°C,96
10526,2014-10-31 07:50:09,关,关,关,29°C,0%,23,0分钟,50°C,97
10529,2014-10-31 11:12:32,关,关,关,29°C,0%,13,0分钟,50°C,98
10530,2014-10-31 11:12:36,关,关,关,29°C,0%,15,0分钟,50°C,98
10531,2014-10-31 11:12:38,关,关,关,29°C,0%,16,0分钟,50°C,98
10532,2014-10-31 11:12:40,关,关,关,29°C,0%,15,0分钟,50°C,98
10534,2014-10-31 12:45:37,关,关,关,29°C,0%,28,0分钟,50°C,99
10535,2014-10-31 12:45:41,关,关,关,29°C,0%,31,0分钟,50°C,99
10536,2014-10-31 12:45:47,关,关,关,29°C,0%,30,0分钟,50°C,99
10537,2014-10-31 12:45:49,关,关,关,29°C,0%,13,0分钟,50°C,99
10539,2014-10-31 12:46:08,关,关,关,29°C,0%,8,0分钟,50°C,99
10599,2014-10-31 19:40:35,关,关,关,49°C,50%,38,0分钟,50°C,100
10600,2014-10-31 19:40:45,关,关,关,49°C,50%,60,0分钟,50°C,100
10601,2014-10-31 19:40:47,关,关,关,49°C,50%,62,0分钟,50°C,100
10602,2014-10-31 19:40:51,关,关,关,49°C,50%,60,0分钟,50°C,100
10604,2014-10-31 19:41:33,关,关,关,49°C,50%,47,0分钟,50°C,100
10605,2014-10-31 19:41:35,关,关,关,49°C,50%,48,0分钟,50°C,100
10606,2014-10-31 19:41:37,关,关,关,49°C,50%,50,0分钟,50°C,100
10607,2014-10-31 19:41:39,关,关,关,49°C,50%,48,0分钟,50°C,100
10608,2014-10-31 19:41:41,关,关,关,49°C,50%,47,0分钟,50°C,100
10609,2014-10-31 19:41:45,关,关,关,49°C,50%,48,0分钟,50°C,100
10610,2014-10-31 19:41:53,关,关,关,49°C,50%,50,0分钟,50°C,100
10611,2014-10-31 19:41:55,关,关,关,49°C,50%,41,0分钟,50°C,100
10612,2014-10-31 19:41:57,关,关,关,49°C,50%,31,0分钟,50°C,100
10613,2014-10-31 19:41:59,关,关,关,49°C,50%,22,0分钟,50°C,100
10614,2014-10-31 19:42:01,关,关,关,49°C,50%,23,0分钟,50°C,100
10615,2014-10-31 19:42:05,关,关,关,49°C,50%,30,0分钟,50°C,100
10616,2014-10-31 19:42:07,关,关,关,49°C,50%,31,0分钟,50°C,100
10617,2014-10-31 19:42:09,关,关,关,49°C,50%,30,0分钟,50°C,100
10618,2014-10-31 19:42:12,关,关,关,49°C,50%,31,0分钟,50°C,100
10619,2014-10-31 19:42:16,关,关,关,49°C,50%,30,0分钟,50°C,100
10620,2014-10-31 19:42:22,关,关,关,49°C,50%,31,0分钟,50°C,100
10621,2014-10-31 19:42:28,关,关,关,49°C,50%,30,0分钟,50°C,100
10622,2014-10-31 19:42:32,关,关,关,49°C,50%,31,0分钟,50°C,100
10623,2014-10-31 19:42:34,关,关,关,49°C,50%,30,0分钟,50°C,100
10624,2014-10-31 19:42:40,关,关,关,49°C,50%,31,0分钟,50°C,100
10625,2014-10-31 19:42:42,关,关,关,49°C,50%,28,0分钟,50°C,100
10626,2014-10-31 19:42:44,关,关,关,49°C,50%,30,0分钟,50°C,100
10627,2014-10-31 19:42:46,关,关,关,49°C,50%,27,0分钟,50°C,100
10628,2014-10-31 19:42:48,关,关,关,49°C,50%,28,0分钟,50°C,100
10629,2014-10-31 19:42:50,关,关,关,49°C,50%,30,0分钟,50°C,100
10630,2014-10-31 19:42:56,关,关,关,49°C,50%,28,0分钟,50°C,100
10631,2014-10-31 19:42:58,关,关,关,49°C,50%,30,0分钟,50°C,100
10632,2014-10-31 19:43:00,关,关,关,49°C,50%,28,0分钟,50°C,100
10633,2014-10-31 19:43:02,关,关,关,48°C,50%,30,0分钟,50°C,100
10634,2014-10-31 19:43:04,关,关,关,48°C,50%,28,0分钟,50°C,100
10635,2014-10-31 19:43:06,关,关,关,48°C,50%,30,0分钟,50°C,100
10636,2014-10-31 19:43:14,关,关,关,48°C,50%,28,0分钟,50°C,100
10637,2014-10-31 19:43:16,关,关,关,48°C,50%,30,0分钟,50°C,100
10638,2014-10-31 19:43:24,关,关,关,48°C,50%,28,0分钟,50°C,100
10639,2014-10-31 19:43:26,关,关,关,48°C,50%,30,0分钟,50°C,100
10640,2014-10-31 19:43:38,关,关,关,48°C,50%,28,0分钟,50°C,100
10641,2014-10-31 19:43:44,关,关,关,48°C,50%,30,0分钟,50°C,100
10642,2014-10-31 19:43:52,关,关,关,48°C,50%,28,0分钟,50°C,100
10643,2014-10-31 19:44:05,关,关,关,48°C,50%,31,0分钟,50°C,100
10644,2014-10-31 19:44:07,关,关,关,48°C,50%,30,0分钟,50°C,100
10645,2014-10-31 19:44:17,关,关,关,48°C,50%,31,0分钟,50°C,100
10646,2014-10-31 19:44:19,关,关,关,48°C,50%,30,0分钟,50°C,100
10647,2014-10-31 19:44:21,关,关,关,48°C,50%,31,0分钟,50°C,100
10648,2014-10-31 19:44:23,关,关,关,48°C,50%,30,0分钟,50°C,100
10649,2014-10-31 19:44:29,关,关,关,48°C,50%,31,0分钟,50°C,100
10650,2014-10-31 19:44:31,关,关,关,48°C,50%,30,0分钟,50°C,100
10651,2014-10-31 19:44:33,关,关,关,48°C,50%,31,0分钟,50°C,100
10652,2014-10-31 19:44:37,关,关,关,48°C,50%,30,0分钟,50°C,100
10653,2014-10-31 19:44:39,关,关,关,48°C,50%,31,0分钟,50°C,100
10654,2014-10-31 19:44:41,关,关,关,48°C,50%,30,0分钟,50°C,100
10655,2014-10-31 19:44:43,关,关,关,48°C,50%,31,0分钟,50°C,100
10656,2014-10-31 19:44:45,关,关,关,48°C,50%,28,0分钟,50°C,100
10657,2014-10-31 19:44:57,关,关,关,48°C,50%,26,0分钟,50°C,100
10658,2014-10-31 19:44:59,关,关,关,48°C,50%,27,0分钟,50°C,100
10659,2014-10-31 19:45:01,关,关,关,48°C,50%,26,0分钟,50°C,100
10660,2014-10-31 19:45:09,关,关,关,48°C,50%,27,0分钟,50°C,100
10661,2014-10-31 19:45:11,关,关,关,48°C,50%,26,0分钟,50°C,100
10662,2014-10-31 19:45:15,关,关,关,48°C,50%,27,0分钟,50°C,100
10663,2014-10-31 19:45:19,关,关,关,48°C,50%,26,0分钟,50°C,100
10664,2014-10-31 19:45:21,关,关,关,48°C,50%,27,0分钟,50°C,100
10665,2014-10-31 19:45:27,关,关,关,48°C,50%,26,0分钟,50°C,100
10666,2014-10-31 19:45:29,关,关,关,48°C,50%,27,0分钟,50°C,100
10667,2014-10-31 19:45:32,关,关,关,48°C,50%,26,0分钟,50°C,100
10668,2014-10-31 19:45:33,关,关,关,48°C,50%,25,0分钟,50°C,100
10669,2014-10-31 19:45:40,关,关,关,48°C,50%,23,0分钟,50°C,100
10670,2014-10-31 19:45:45,关,关,关,48°C,50%,23,0分钟,50°C,100
10671,2014-10-31 19:45:46,关,关,关,48°C,50%,25,0分钟,50°C,100
10672,2014-10-31 19:45:52,关,关,关,48°C,50%,23,0分钟,50°C,100
10673,2014-10-31 19:45:54,关,关,关,48°C,50%,25,0分钟,50°C,100
10674,2014-10-31 19:45:56,关,关,关,48°C,50%,23,0分钟,50°C,100
10675,2014-10-31 19:45:58,关,关,关,48°C,50%,25,0分钟,50°C,100
10676,2014-10-31 19:46:00,关,关,关,48°C,50%,23,0分钟,50°C,100
10677,2014-10-31 19:46:02,关,关,关,48°C,50%,25,0分钟,50°C,100
10678,2014-10-31 19:46:06,关,关,关,48°C,50%,23,0分钟,50°C,100
10679,2014-10-31 19:46:10,关,关,关,48°C,50%,25,0分钟,50°C,100
10680,2014-10-31 19:46:14,关,关,关,48°C,50%,23,0分钟,50°C,100
10681,2014-10-31 19:46:16,关,关,关,48°C,50%,25,0分钟,50°C,100
10682,2014-10-31 19:46:18,关,关,关,48°C,50%,23,0分钟,50°C,100
10683,2014-10-31 19:46:20,关,关,关,48°C,50%,25,0分钟,50°C,100
10684,2014-10-31 19:46:28,关,关,关,48°C,50%,23,0分钟,50°C,100
10685,2014-10-31 19:46:30,关,关,关,48°C,50%,25,0分钟,50°C,100
10686,2014-10-31 19:46:32,关,关,关,48°C,50%,23,0分钟,50°C,100
10687,2014-10-31 19:46:34,关,关,关,48°C,50%,25,0分钟,50°C,100
10688,2014-10-31 19:46:36,关,关,关,48°C,50%,22,0分钟,50°C,100
10689,2014-10-31 19:46:38,关,关,关,48°C,50%,23,0分钟,50°C,100
10690,2014-10-31 19:46:40,关,关,关,48°C,50%,25,0分钟,50°C,100
10691,2014-10-31 19:46:44,关,关,关,48°C,50%,23,0分钟,50°C,100
10692,2014-10-31 19:46:46,关,关,关,47°C,50%,25,0分钟,50°C,100
10693,2014-10-31 19:46:48,关,关,关,47°C,50%,23,0分钟,50°C,100
10694,2014-10-31 19:46:50,关,关,关,47°C,50%,25,0分钟,50°C,100
10695,2014-10-31 19:47:02,关,关,关,47°C,50%,23,0分钟,50°C,100
10696,2014-10-31 19:47:04,关,关,关,47°C,50%,25,0分钟,50°C,100
10697,2014-10-31 19:47:41,关,关,关,47°C,50%,23,0分钟,50°C,100
10698,2014-10-31 19:47:45,关,关,关,47°C,50%,25,0分钟,50°C,100
10699,2014-10-31 19:48:09,关,关,关,47°C,50%,23,0分钟,50°C,100
10700,2014-10-31 19:48:11,关,关,关,46°C,50%,25,0分钟,50°C,100
10701,2014-10-31 19:48:27,关,关,关,46°C,50%,23,0分钟,50°C,100
10702,2014-10-31 19:48:33,关,关,关,46°C,50%,25,0分钟,50°C,100
10703,2014-10-31 19:48:39,关,关,关,46°C,50%,23,0分钟,50°C,100
10704,2014-10-31 19:48:41,关,关,关,46°C,50%,25,0分钟,50°C,100
10705,2014-10-31 19:48:45,关,关,关,46°C,50%,23,0分钟,50°C,100
10706,2014-10-31 19:48:47,关,关,关,46°C,50%,25,0分钟,50°C,100
10707,2014-10-31 19:48:49,关,关,关,46°C,50%,23,0分钟,50°C,100
10708,2014-10-31 19:48:51,关,关,关,46°C,50%,15,0分钟,50°C,100
10720,2014-10-31 20:35:37,关,关,关,41°C,25%,30,0分钟,50°C,101
10721,2014-10-31 20:35:45,关,关,关,41°C,25%,22,0分钟,50°C,101
10722,2014-10-31 20:35:47,关,关,关,41°C,25%,23,0分钟,50°C,101
10723,2014-10-31 20:35:49,关,关,关,41°C,25%,22,0分钟,50°C,101
10724,2014-10-31 20:35:55,关,关,关,41°C,25%,23,0分钟,50°C,101
10725,2014-10-31 20:35:59,关,关,关,41°C,25%,22,0分钟,50°C,101
10726,2014-10-31 20:36:01,关,关,关,41°C,25%,23,0分钟,50°C,101
10727,2014-10-31 20:36:03,关,关,关,41°C,25%,22,0分钟,50°C,101
10728,2014-10-31 20:36:05,关,关,关,41°C,25%,23,0分钟,50°C,101
10729,2014-10-31 20:36:07,关,关,关,41°C,25%,22,0分钟,50°C,101
10730,2014-10-31 20:36:09,关,关,关,41°C,25%,23,0分钟,50°C,101
10731,2014-10-31 20:36:13,关,关,关,41°C,25%,22,0分钟,50°C,101
10732,2014-10-31 20:36:21,关,关,关,41°C,25%,23,0分钟,50°C,101
10733,2014-10-31 20:36:25,关,关,关,40°C,25%,23,0分钟,50°C,101
10734,2014-10-31 20:36:29,关,关,关,40°C,25%,22,0分钟,50°C,101
10735,2014-10-31 20:36:33,关,关,关,40°C,25%,23,0分钟,50°C,101
10736,2014-10-31 20:36:35,关,关,关,40°C,25%,26,0分钟,50°C,101
10737,2014-10-31 20:36:37,关,关,关,40°C,25%,25,0分钟,50°C,101
10738,2014-10-31 20:36:41,关,关,关,40°C,25%,26,0分钟,50°C,101
10739,2014-10-31 20:36:43,关,关,关,40°C,25%,25,0分钟,50°C,101
10740,2014-10-31 20:36:45,关,关,关,40°C,25%,26,0分钟,50°C,101
10741,2014-10-31 20:36:53,关,关,关,40°C,25%,25,0分钟,50°C,101
10742,2014-10-31 20:36:58,关,关,关,40°C,25%,26,0分钟,50°C,101
10743,2014-10-31 20:37:01,关,关,关,40°C,25%,25,0分钟,50°C,101
10744,2014-10-31 20:37:04,关,关,关,40°C,25%,26,0分钟,50°C,101
10745,2014-10-31 20:37:06,关,关,关,39°C,25%,26,0分钟,50°C,101
10746,2014-10-31 20:37:08,关,关,关,39°C,25%,25,0分钟,50°C,101
10747,2014-10-31 20:37:10,关,关,关,39°C,25%,26,0分钟,50°C,101
10748,2014-10-31 20:37:12,关,关,关,39°C,25%,25,0分钟,50°C,101
10749,2014-10-31 20:37:16,关,关,关,39°C,25%,26,0分钟,50°C,101
10750,2014-10-31 20:37:18,关,关,关,39°C,25%,25,0分钟,50°C,101
10751,2014-10-31 20:37:22,关,关,关,39°C,25%,26,0分钟,50°C,101
10752,2014-10-31 20:37:28,关,关,关,39°C,25%,25,0分钟,50°C,101
10753,2014-10-31 20:37:32,关,关,关,39°C,25%,26,0分钟,50°C,101
10754,2014-10-31 20:37:40,关,关,关,39°C,25%,25,0分钟,50°C,101
10755,2014-10-31 20:37:42,关,关,关,39°C,25%,26,0分钟,50°C,101
10756,2014-10-31 20:37:44,关,关,关,39°C,25%,25,0分钟,50°C,101
10757,2014-10-31 20:37:48,关,关,关,39°C,25%,26,0分钟,50°C,101
10758,2014-10-31 20:37:50,关,关,关,39°C,25%,25,0分钟,50°C,101
10759,2014-10-31 20:37:58,关,关,关,39°C,25%,26,0分钟,50°C,101
10760,2014-10-31 20:38:02,关,关,关,38°C,25%,21,0分钟,50°C,101
10761,2014-10-31 20:38:04,关,关,关,38°C,25%,26,0分钟,50°C,101
10762,2014-10-31 20:38:06,关,关,关,38°C,25%,27,0分钟,50°C,101
10763,2014-10-31 20:38:12,关,关,关,38°C,25%,26,0分钟,50°C,101
10764,2014-10-31 20:38:14,关,关,关,38°C,25%,25,0分钟,50°C,101
10765,2014-10-31 20:38:18,关,关,关,38°C,25%,26,0分钟,50°C,101
10766,2014-10-31 20:38:20,关,关,关,38°C,25%,27,0分钟,50°C,101
10767,2014-10-31 20:38:24,关,关,关,38°C,25%,26,0分钟,50°C,101
10768,2014-10-31 20:38:26,关,关,关,38°C,25%,27,0分钟,50°C,101
10769,2014-10-31 20:38:28,关,关,关,38°C,25%,26,0分钟,50°C,101
10770,2014-10-31 20:38:30,关,关,关,37°C,25%,25,0分钟,50°C,101
10771,2014-10-31 20:38:40,关,关,关,37°C,25%,26,0分钟,50°C,101
10772,2014-10-31 20:38:42,关,关,关,37°C,25%,27,0分钟,50°C,101
10773,2014-10-31 20:39:17,关,关,关,37°C,25%,26,0分钟,50°C,101
10774,2014-10-31 20:39:33,关,关,关,36°C,25%,26,0分钟,50°C,101
10775,2014-10-31 20:39:35,关,关,关,36°C,25%,25,0分钟,50°C,101
10776,2014-10-31 20:39:48,关,关,关,36°C,25%,26,0分钟,50°C,101
10777,2014-10-31 20:39:49,关,关,关,35°C,25%,25,0分钟,50°C,101
10778,2014-10-31 20:40:07,关,关,关,35°C,25%,26,0分钟,50°C,101
10779,2014-10-31 20:40:09,关,关,关,35°C,25%,25,0分钟,50°C,101
10780,2014-10-31 20:40:13,关,关,关,35°C,25%,26,0分钟,50°C,101
10781,2014-10-31 20:40:15,关,关,关,35°C,25%,25,0分钟,50°C,101
10782,2014-10-31 20:40:23,关,关,关,35°C,25%,26,0分钟,50°C,101
10783,2014-10-31 20:40:25,关,关,关,35°C,25%,25,0分钟,50°C,101
10784,2014-10-31 20:40:27,关,关,关,35°C,25%,27,0分钟,50°C,101
10785,2014-10-31 20:40:29,关,关,关,35°C,25%,25,0分钟,50°C,101
10791,2014-10-31 22:07:13,关,关,关,34°C,0%,41,0分钟,50°C,102
10792,2014-10-31 22:07:19,关,关,关,34°C,0%,46,0分钟,50°C,102
10793,2014-10-31 22:07:21,关,关,关,34°C,0%,48,0分钟,50°C,102
10794,2014-10-31 22:07:27,关,关,关,34°C,0%,52,0分钟,50°C,102
10795,2014-10-31 22:07:29,关,关,关,34°C,0%,46,0分钟,50°C,102
10796,2014-10-31 22:07:34,关,关,关,34°C,0%,47,0分钟,50°C,102
10797,2014-10-31 22:07:35,关,关,关,34°C,0%,50,0分钟,50°C,102
10798,2014-10-31 22:07:38,关,关,关,34°C,0%,53,0分钟,50°C,102
